player_id,name,age,nationality,team,league,position,specific_position,injured,height_cm,weight_kg,stamina,matches_played,minutes_played,yellow_cards,red_cards,goals,assists,shots_per_game,key_passes_per_game,dribbles_per_game,tackles_per_game,interceptions_per_game,clearances_per_game,aerial_duels_won_pct,fouls_per_game,pass_accuracy_pct,passes_per_game,long_balls_per_game,crosses_per_game,saves_per_game,clean_sheets,goals_conceded,penalty_save_pct
111,Rafael Martínez,23,Argentina,Newcastle,Premier,Mediocentro,MCO,No,171,76,71,4,260,2,3,1,0,1.12,0.08,1.89,1.77,0.06,0.88,47.26,0.01,85.17,53.16,1.23,0.85,0.0,0.0,0.0,0.0
112,Rafael Molina,33,Argentina,Lens,Ligue 1,Mediocentro,MCD,No,180,65,96,15,975,4,2,1,1,1.48,1.87,0.46,1.95,0.36,0.95,36.36,1.7,75.91,49.63,0.72,0.61,0.0,0.0,0.0,0.0
113,Gabriel Castro,24,Argentina,Liverpool,Premier,Defensa,LD,No,185,87,75,20,1620,5,1,2,1,0.14,0.08,0.17,2.47,1.3,3.08,54.66,1.71,81.75,15.27,1.7,0.83,0.0,0.0,0.0,0.0
114,Fernando Rodríguez,31,Argentina,Arsenal,Premier,Defensa,LI,No,194,88,96,18,1512,1,0,0,5,0.23,0.05,0.28,2.07,2.86,2.19,77.02,0.79,65.32,22.33,0.9,0.47,0.0,0.0,0.0,0.0
115,Thiago Ramos,33,Argentina,Borussia Dortmund,Bundesliga,Defensa,DFC,No,184,77,80,13,806,5,0,1,5,0.08,0.02,0.69,1.14,0.73,2.62,79.4,1.76,84.73,35.05,2.73,0.13,0.0,0.0,0.0,0.0
116,Pedro Torres,35,Argentina,Lazio,Serie A,Mediocentro,MC,No,176,74,80,35,3010,1,2,1,1,0.86,1.89,1.65,1.84,1.95,0.67,58.81,1.37,67.16,52.87,0.16,0.68,0.0,0.0,0.0,0.0
117,Lucas Rodríguez,26,Argentina,Sevilla,LaLiga,Delantero,EI,No,188,80,84,36,2880,5,1,7,4,1.71,0.58,2.13,0.04,0.72,0.99,35.2,0.87,67.4,28.07,0.76,1.89,0.0,0.0,0.0,0.0
118,Luis Fernández,35,Argentina,Chelsea,Premier,Mediocentro,MCD,No,171,80,66,3,243,1,2,3,3,0.76,0.56,0.77,0.74,0.33,0.02,39.76,1.76,87.6,47.73,1.44,0.94,0.0,0.0,0.0,0.0
119,Lucas Fernández,23,Argentina,RB Leipzig,Bundesliga,Defensa,DFC,No,186,89,94,12,1056,3,2,1,0,0.34,0.12,0.86,0.18,0.16,2.69,77.22,0.89,78.87,39.74,0.29,0.28,0.0,0.0,0.0,0.0
120,Fernando Morales,19,Argentina,Tottenham,Premier,Mediocentro,MCO,No,181,74,100,0,0,6,1,5,1,0.44,1.62,1.68,0.8,1.8,0.48,48.68,0.65,73.84,30.74,1.73,0.79,0.0,0.0,0.0,0.0
121,Luis Martínez,21,Argentina,Real Madrid,LaLiga,Mediocentro,MCD,No,178,74,93,34,2754,2,1,1,3,0.89,0.15,0.75,1.63,1.67,0.48,37.47,0.85,73.58,58.46,0.94,0.34,0.0,0.0,0.0,0.0
122,Andrés Rodríguez,36,Argentina,Rennes,Ligue 1,Defensa,LI,No,188,78,50,38,3420,2,3,2,2,0.47,0.28,0.59,2.23,2.6,1.55,70.96,0.91,82.75,27.22,0.84,0.06,0.0,0.0,0.0,0.0
123,Daniel Sánchez,29,Argentina,Lyon,Ligue 1,Mediocentro,MC,No,171,67,58,24,1440,6,2,3,4,0.33,1.35,0.16,0.52,1.59,0.35,43.71,0.33,78.99,35.88,0.26,0.91,0.0,0.0,0.0,0.0
124,Marco González,19,Argentina,Freiburg,Bundesliga,Defensa,LD,Sí,181,83,77,14,896,2,1,2,5,0.22,0.09,0.16,2.64,2.74,0.33,78.13,1.26,62.46,23.62,0.34,0.86,0.0,0.0,0.0,0.0
125,Juan Ruiz,27,Argentina,Nice,Ligue 1,Delantero,EI,No,173,67,95,10,620,3,0,15,2,1.6,0.31,1.13,0.71,0.72,0.68,21.51,0.39,79.69,19.43,0.79,0.69,0.0,0.0,0.0,0.0
126,Enzo Molina,21,Argentina,Villarreal,LaLiga,Mediocentro,MCO,No,177,70,57,1,90,10,3,5,0,0.6,0.67,1.81,1.0,1.11,0.16,39.88,1.34,79.9,30.2,0.54,0.08,0.0,0.0,0.0,0.0
127,Miguel Vega,21,Argentina,Paris SG,Ligue 1,Defensa,LI,No,186,70,67,13,845,8,1,1,5,0.23,0.4,0.67,2.77,0.79,1.89,67.39,0.92,82.54,19.7,1.32,0.37,0.0,0.0,0.0,0.0
128,Thiago Castro,31,Argentina,Juventus,Serie A,Delantero,EI,No,181,75,67,9,702,6,1,19,5,2.81,0.61,0.29,0.42,0.16,0.05,49.36,0.23,71.14,20.82,0.56,1.47,0.0,0.0,0.0,0.0
129,Alejandro Vega,19,Argentina,AC Milan,Serie A,Mediocentro,MCO,No,177,71,70,7,609,9,0,5,6,0.11,0.77,1.87,1.98,1.39,0.14,43.92,0.8,71.97,43.65,0.6,0.32,0.0,0.0,0.0,0.0
130,Carlos Pérez,20,Argentina,Liverpool,Premier,Portero,POR,No,196,93,72,20,1560,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.77,13.48,2.73,0.0,4.86,3.51,38.55,29.57
131,Miguel Torres,21,Argentina,Villarreal,LaLiga,Defensa,LI,No,183,82,94,21,1743,0,1,0,1,0.19,0.27,0.35,2.66,2.44,2.5,82.11,0.71,66.52,19.73,2.02,0.05,0.0,0.0,0.0,0.0
132,Santiago Vega,26,Argentina,Arsenal,Premier,Delantero,ED,No,177,75,69,26,1768,2,0,18,3,1.63,1.87,2.38,0.11,0.39,0.58,38.9,0.02,79.2,16.54,0.22,0.05,0.0,0.0,0.0,0.0
133,Thiago Cruz,24,Argentina,Liverpool,Premier,Defensa,LD,No,180,72,97,27,1917,10,3,2,2,0.1,0.3,0.89,1.55,2.59,3.71,53.81,1.34,76.64,22.02,1.34,0.13,0.0,0.0,0.0,0.0
134,Daniel Ortega,28,Argentina,Bayer Leverkusen,Bundesliga,Mediocentro,MCD,No,176,65,65,17,1530,3,0,4,4,1.08,0.73,0.76,0.54,0.52,0.86,31.91,1.86,75.76,39.2,1.36,0.42,0.0,0.0,0.0,0.0
135,Alejandro Sánchez,34,Argentina,Inter,Serie A,Portero,POR,No,190,82,73,16,1376,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,18.0,0.26,0.0,2.3,5.79,14.28,54.51
136,Alejandro González,21,Argentina,Paris SG,Ligue 1,Mediocentro,MCD,Sí,178,78,58,1,61,2,2,2,7,0.98,0.31,1.2,1.39,1.43,0.1,53.87,0.91,65.57,33.27,1.83,0.22,0.0,0.0,0.0,0.0
137,Santiago González,19,Argentina,RB Leipzig,Bundesliga,Mediocentro,MCD,No,181,70,62,10,600,9,2,0,7,0.28,1.28,0.96,1.88,1.63,0.56,37.79,0.03,73.31,58.14,0.22,0.21,0.0,0.0,0.0,0.0
138,Santiago Molina,21,Argentina,Barcelona,LaLiga,Defensa,LI,No,180,71,52,36,2880,8,0,3,2,0.09,0.07,0.54,0.04,1.68,0.4,82.7,1.2,75.21,22.96,0.48,0.57,0.0,0.0,0.0,0.0
139,Gabriel López,22,Argentina,Real Sociedad,LaLiga,Mediocentro,MCD,No,185,65,74,23,1449,2,3,4,5,0.98,0.66,1.67,1.32,0.79,0.52,40.16,1.31,70.67,33.69,1.87,0.55,0.0,0.0,0.0,0.0
140,Enzo Vega,27,Argentina,Borussia Mönchengladbach,Bundesliga,Mediocentro,MCD,No,170,70,59,0,0,5,0,4,7,1.24,0.02,0.46,1.95,1.12,0.3,39.61,1.02,68.5,54.31,1.23,0.47,0.0,0.0,0.0,0.0
141,Thiago González,25,Argentina,Real Sociedad,LaLiga,Mediocentro,MCO,No,172,66,67,35,2975,5,2,5,7,1.47,1.17,1.09,1.69,1.31,0.96,43.38,1.47,83.43,34.12,1.62,0.17,0.0,0.0,0.0,0.0
142,Carlos Ramos,29,Argentina,Borussia Mönchengladbach,Bundesliga,Portero,POR,No,186,79,51,18,1422,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.84,9.82,4.61,0.0,4.34,5.96,28.91,79.14
143,Lucas Ruiz,31,Argentina,Liverpool,Premier,Defensa,LD,No,177,81,87,34,2482,6,2,3,2,0.16,0.02,0.75,0.38,1.62,2.51,88.2,1.15,70.7,38.49,1.26,0.96,0.0,0.0,0.0,0.0
144,Juan Vega,31,Argentina,Chelsea,Premier,Defensa,LD,No,181,87,58,8,544,4,2,0,2,0.41,0.29,0.41,0.78,1.68,1.15,64.74,1.89,60.6,33.1,0.36,0.1,0.0,0.0,0.0,0.0
145,Mateo Suárez,29,Argentina,Rennes,Ligue 1,Defensa,DFC,No,184,78,57,0,0,3,2,1,0,0.02,0.43,0.85,1.24,2.44,2.56,85.46,1.3,64.51,30.81,0.24,0.53,0.0,0.0,0.0,0.0
146,Lucas Alvarez,31,Argentina,Real Madrid,LaLiga,Defensa,DFC,No,187,74,66,21,1386,3,0,2,3,0.04,0.49,0.88,0.09,0.42,2.97,81.73,1.65,66.59,15.06,1.33,0.03,0.0,0.0,0.0,0.0
147,Andrés Cruz,18,Argentina,Nice,Ligue 1,Delantero,ED,No,189,81,57,7,581,8,3,19,6,1.32,1.44,1.44,0.39,0.46,0.37,30.95,0.5,65.91,20.8,0.95,0.95,0.0,0.0,0.0,0.0
148,Luis Martínez,23,Argentina,Lyon,Ligue 1,Delantero,EI,No,184,69,82,36,2808,4,3,10,1,1.84,1.11,2.96,0.83,0.38,0.86,38.98,0.53,73.81,26.1,0.12,0.52,0.0,0.0,0.0,0.0
149,Fernando Ramos,26,Argentina,Napoli,Serie A,Mediocentro,MC,No,184,71,65,36,2736,6,3,4,5,0.8,0.54,0.22,1.93,1.52,0.62,51.69,0.01,87.24,51.4,1.02,0.13,0.0,0.0,0.0,0.0
150,Leo Díaz,28,Argentina,Atalanta,Serie A,Mediocentro,MCO,No,173,78,56,25,2200,5,1,0,3,0.71,1.08,0.03,0.43,1.92,0.78,48.13,1.58,78.24,57.27,1.82,0.28,0.0,0.0,0.0,0.0
151,Lucas Fernández,34,Argentina,Valencia,LaLiga,Defensa,LD,No,178,86,87,2,162,3,2,1,3,0.33,0.38,0.29,0.69,0.94,1.96,57.34,0.0,71.17,30.22,2.64,0.98,0.0,0.0,0.0,0.0
152,Pedro Pérez,31,Argentina,Chelsea,Premier,Delantero,EI,No,187,85,65,11,737,5,1,14,8,2.02,1.53,1.43,0.44,0.58,0.86,43.11,0.35,74.08,24.38,0.04,0.42,0.0,0.0,0.0,0.0
153,Enzo Ruiz,36,Argentina,Atalanta,Serie A,Mediocentro,MC,No,181,80,64,5,430,6,0,4,2,0.86,0.93,0.44,0.68,1.82,0.97,20.08,0.25,72.36,50.41,1.48,0.2,0.0,0.0,0.0,0.0
154,Nicolás López,19,Argentina,Juventus,Serie A,Defensa,DFC,No,181,87,94,29,1769,2,1,3,1,0.44,0.22,0.28,0.13,0.87,2.1,75.52,1.24,73.8,17.14,1.98,0.08,0.0,0.0,0.0,0.0
155,Leo López,24,Argentina,Barcelona,LaLiga,Defensa,LD,No,185,76,88,18,1134,7,0,3,5,0.31,0.41,0.28,2.95,2.41,2.78,86.33,1.54,82.51,33.43,2.12,0.97,0.0,0.0,0.0,0.0
156,Pedro Castro,36,Argentina,Monaco,Ligue 1,Portero,POR,No,194,93,88,13,1157,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.72,5.9,2.14,0.0,2.49,12.81,16.38,20.45
157,Carlos Alvarez,34,Argentina,Roma,Serie A,Delantero,ED,No,184,77,92,37,3145,2,0,6,9,1.82,0.65,2.82,0.28,0.72,0.44,35.09,0.94,62.89,12.21,0.59,0.34,0.0,0.0,0.0,0.0
158,Alejandro Molina,28,Argentina,Monaco,Ligue 1,Delantero,EI,No,171,66,89,25,1600,9,3,6,1,2.19,0.79,1.81,0.36,0.26,0.49,34.26,0.43,71.34,20.38,0.73,2.75,0.0,0.0,0.0,0.0
159,Mateo Morales,22,Argentina,Nice,Ligue 1,Defensa,LI,No,193,87,68,18,1260,10,3,2,5,0.17,0.16,0.41,2.29,0.22,2.01,77.23,0.52,63.87,24.54,1.95,0.1,0.0,0.0,0.0,0.0
160,Alejandro López,34,Argentina,Manchester United,Premier,Defensa,LI,No,184,80,57,31,2170,3,3,1,4,0.03,0.12,0.28,1.0,1.04,4.0,64.74,0.85,65.48,30.76,0.4,0.33,0.0,0.0,0.0,0.0
161,Luis Vega,21,Argentina,Manchester City,Premier,Delantero,ED,No,173,81,95,21,1344,0,3,17,2,2.08,0.51,2.04,0.26,0.63,0.52,36.93,0.76,81.93,10.41,0.7,2.53,0.0,0.0,0.0,0.0
162,Leo Ortega,19,Argentina,Lyon,Ligue 1,Portero,POR,No,197,77,77,2,154,7,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.09,12.59,3.58,0.0,2.14,3.05,26.09,42.34
163,Nicolás Suárez,22,Argentina,Newcastle,Premier,Defensa,LI,No,177,71,60,2,174,9,0,1,5,0.41,0.03,0.67,1.14,0.23,4.57,54.81,0.66,66.9,22.57,1.72,0.75,0.0,0.0,0.0,0.0
164,Enzo Molina,35,Argentina,RB Leipzig,Bundesliga,Defensa,DFC,No,192,82,84,16,1424,5,3,2,5,0.21,0.0,0.61,0.67,1.56,1.48,74.79,1.87,61.59,16.9,1.12,0.16,0.0,0.0,0.0,0.0
165,Daniel Gómez,34,Argentina,Freiburg,Bundesliga,Mediocentro,MCO,No,177,75,65,25,1975,8,0,0,0,0.36,0.92,0.53,1.85,0.23,0.53,57.17,0.14,70.63,59.47,1.64,0.78,0.0,0.0,0.0,0.0
166,Andrés Sánchez,21,Argentina,Valencia,LaLiga,Defensa,LD,Sí,180,80,93,11,968,3,3,3,3,0.34,0.14,0.0,2.31,2.95,1.78,53.26,0.9,63.12,38.33,2.74,0.31,0.0,0.0,0.0,0.0
167,Lucas Vega,21,Argentina,AC Milan,Serie A,Mediocentro,MCD,No,179,68,91,4,348,6,2,5,6,0.35,1.4,1.28,1.77,0.05,0.83,55.2,0.76,87.45,30.21,1.72,0.8,0.0,0.0,0.0,0.0
168,Miguel Cruz,29,Argentina,Manchester United,Premier,Defensa,LI,No,192,83,88,25,1800,6,3,2,2,0.47,0.09,0.89,2.5,2.66,2.45,84.03,0.06,80.65,18.77,0.25,0.53,0.0,0.0,0.0,0.0
169,Thiago Fernández,20,Argentina,Arsenal,Premier,Defensa,LI,No,195,79,54,16,992,4,1,3,1,0.01,0.34,0.91,2.75,1.96,4.66,54.88,1.61,69.93,34.0,1.82,0.2,0.0,0.0,0.0,0.0
170,Fernando Gómez,19,Argentina,Bayer Leverkusen,Bundesliga,Mediocentro,MCO,No,180,66,76,35,2765,3,3,5,7,1.01,0.65,1.63,1.05,1.83,0.62,45.31,0.81,75.06,59.22,0.8,0.6,0.0,0.0,0.0,0.0
171,Santiago González,19,Argentina,Chelsea,Premier,Delantero,EI,No,175,81,99,2,122,0,0,8,9,1.37,1.24,2.29,0.31,0.86,0.81,48.63,0.42,81.97,21.16,0.27,1.26,0.0,0.0,0.0,0.0
172,Santiago López,26,Argentina,AC Milan,Serie A,Defensa,LI,Sí,179,71,55,29,2233,3,0,2,4,0.17,0.09,0.41,0.53,2.23,3.32,80.67,0.29,71.26,30.16,0.08,0.62,0.0,0.0,0.0,0.0
173,Miguel Sánchez,29,Argentina,Valencia,LaLiga,Portero,POR,No,189,91,68,9,603,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.55,6.29,0.86,0.0,1.53,7.02,39.8,25.56
174,Juan González,25,Argentina,Manchester United,Premier,Mediocentro,MC,No,185,71,81,14,854,3,3,1,2,0.68,1.5,1.03,0.96,1.1,0.55,54.38,1.93,80.47,33.55,1.6,0.19,0.0,0.0,0.0,0.0
175,Juan Suárez,30,Argentina,Real Madrid,LaLiga,Mediocentro,MCO,No,185,68,94,7,553,7,3,2,5,0.83,0.19,1.16,0.02,0.79,0.87,34.51,0.97,81.11,39.69,0.03,0.22,0.0,0.0,0.0,0.0
176,Daniel Sánchez,23,Argentina,Valencia,LaLiga,Mediocentro,MC,No,174,70,81,3,189,3,1,3,1,0.27,0.82,0.03,0.22,0.49,0.43,28.71,1.43,72.67,31.58,1.8,0.43,0.0,0.0,0.0,0.0
177,Miguel Gómez,23,Argentina,AC Milan,Serie A,Mediocentro,MCO,No,177,66,95,31,2077,5,2,1,3,1.22,0.29,0.07,1.71,1.66,0.77,29.27,0.27,84.35,33.87,1.48,0.5,0.0,0.0,0.0,0.0
178,Carlos Rodríguez,21,Argentina,Manchester United,Premier,Mediocentro,MC,No,180,79,61,12,960,5,1,2,1,0.91,1.87,0.93,0.6,1.07,0.06,53.56,0.84,84.58,47.51,0.25,0.31,0.0,0.0,0.0,0.0
179,Marco González,30,Argentina,Real Sociedad,LaLiga,Mediocentro,MCD,No,185,68,60,22,1408,4,1,1,7,0.59,0.24,1.93,0.37,1.26,0.36,29.39,0.16,81.06,32.3,1.52,0.05,0.0,0.0,0.0,0.0
180,Fernando Castro,22,Argentina,Rennes,Ligue 1,Portero,POR,No,187,85,75,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.96,6.36,4.09,0.0,3.64,12.02,27.09,91.53
181,Pedro Vega,26,Argentina,RB Leipzig,Bundesliga,Delantero,EI,No,179,65,53,7,420,0,2,15,9,1.04,1.6,0.7,0.46,0.1,0.76,41.28,0.98,60.89,14.13,0.18,2.56,0.0,0.0,0.0,0.0
182,Enzo González,29,Argentina,Manchester United,Premier,Mediocentro,MCO,No,184,74,86,5,310,0,0,5,2,1.04,1.39,2.0,0.92,0.77,0.39,30.87,0.08,80.18,59.47,0.57,0.08,0.0,0.0,0.0,0.0
183,Daniel Pérez,28,Argentina,Lazio,Serie A,Portero,POR,No,194,91,68,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.25,12.26,1.98,0.0,2.26,2.86,34.97,95.47
184,Diego Fernández,20,Argentina,Roma,Serie A,Defensa,LI,No,175,70,58,10,680,2,3,0,1,0.27,0.16,0.37,1.86,2.41,2.94,83.1,0.79,73.0,20.92,0.1,0.17,0.0,0.0,0.0,0.0
185,Miguel Martínez,32,Argentina,Bayer Leverkusen,Bundesliga,Defensa,LI,No,179,72,88,26,1820,6,2,2,5,0.24,0.42,0.47,1.75,1.56,3.99,54.37,1.55,82.54,22.8,1.67,0.31,0.0,0.0,0.0,0.0
186,Rafael Pérez,34,Argentina,Monaco,Ligue 1,Mediocentro,MCO,No,183,73,88,19,1520,9,0,0,3,1.18,1.87,0.17,1.27,0.26,0.5,46.09,0.29,81.89,53.41,1.39,0.48,0.0,0.0,0.0,0.0
187,Marco Torres,32,Argentina,Real Madrid,LaLiga,Delantero,ED,No,181,65,90,35,2135,10,3,11,9,2.67,1.06,1.43,0.9,0.91,0.35,36.5,0.64,60.54,16.09,0.8,0.1,0.0,0.0,0.0,0.0
188,Marco Suárez,27,Argentina,Atlético Madrid,LaLiga,Portero,POR,No,189,88,57,18,1620,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.74,7.52,0.38,0.0,2.88,2.69,20.1,60.63
189,Andrés Cruz,36,Argentina,Juventus,Serie A,Mediocentro,MC,No,184,69,69,27,2052,9,1,0,5,0.24,0.82,0.41,1.02,0.36,0.21,58.32,0.18,85.66,50.17,0.79,0.08,0.0,0.0,0.0,0.0
190,Alejandro González,21,Argentina,Newcastle,Premier,Mediocentro,MC,No,185,75,78,13,897,1,1,0,4,0.07,0.04,0.02,1.08,0.19,0.84,55.77,1.56,67.72,57.76,1.44,0.75,0.0,0.0,0.0,0.0
191,Daniel Alvarez,29,Argentina,Lyon,Ligue 1,Delantero,EI,No,183,67,78,7,560,6,3,9,3,1.76,0.74,0.51,0.76,0.37,0.38,44.53,0.51,81.32,28.26,0.95,0.78,0.0,0.0,0.0,0.0
192,Fernando Sánchez,34,Argentina,RB Leipzig,Bundesliga,Portero,POR,No,191,95,58,21,1659,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.42,17.52,4.14,0.0,1.99,5.59,25.51,22.39
193,Rafael Ramos,22,Argentina,Borussia Dortmund,Bundesliga,Portero,POR,No,188,95,67,31,1953,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.05,6.22,0.57,0.0,1.11,0.94,37.13,92.93
194,Rafael Suárez,25,Argentina,Union Berlin,Bundesliga,Delantero,DC,No,180,65,91,20,1380,5,1,11,1,2.52,0.19,1.5,0.61,0.5,0.4,42.18,0.34,82.05,17.5,0.96,1.81,0.0,0.0,0.0,0.0
195,Pedro Rodríguez,32,Argentina,Roma,Serie A,Mediocentro,MC,Sí,176,78,83,17,1122,10,2,4,1,1.01,0.17,0.55,0.99,0.75,0.85,45.01,1.04,65.45,40.47,0.96,0.76,0.0,0.0,0.0,0.0
196,Luis Pérez,25,Argentina,Tottenham,Premier,Defensa,DFC,No,184,78,66,24,1608,0,1,1,2,0.23,0.44,0.17,0.99,2.08,4.17,76.86,0.83,63.68,33.79,1.5,0.93,0.0,0.0,0.0,0.0
197,Alejandro Martínez,23,Argentina,Nice,Ligue 1,Defensa,LI,No,190,79,81,4,324,10,1,1,0,0.08,0.1,0.96,2.86,1.8,4.57,74.04,0.64,82.04,31.75,1.4,0.99,0.0,0.0,0.0,0.0
198,Miguel Suárez,22,Argentina,Napoli,Serie A,Portero,POR,No,191,88,68,37,2849,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,14.82,2.05,0.0,2.15,3.16,43.25,73.07
199,Marco Martínez,23,Argentina,Sevilla,LaLiga,Mediocentro,MC,No,173,74,70,8,664,8,3,0,7,0.37,1.05,0.98,1.67,1.23,0.7,58.21,0.87,89.79,57.0,1.87,0.28,0.0,0.0,0.0,0.0
200,Juan Cruz,32,Argentina,Chelsea,Premier,Defensa,LI,No,178,75,87,23,1541,3,3,0,5,0.15,0.28,0.03,2.57,1.12,2.91,77.72,1.29,73.8,20.27,1.61,0.17,0.0,0.0,0.0,0.0
201,Leo Alvarez,27,Brasileña,Arsenal,Premier,Mediocentro,MCO,No,177,79,87,20,1540,9,3,0,0,1.14,1.39,1.84,0.33,1.14,0.68,24.18,0.94,73.56,55.48,1.79,0.29,0.0,0.0,0.0,0.0
202,Miguel González,24,Brasileña,Bayern Munich,Bundesliga,Portero,POR,No,194,91,51,8,632,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.25,15.5,1.96,0.0,1.82,4.22,13.51,66.42
203,Nicolás Gómez,20,Brasileña,Chelsea,Premier,Mediocentro,MCO,No,184,66,98,16,976,5,1,0,0,1.1,0.46,0.87,1.19,0.47,0.05,54.43,0.52,71.61,48.82,1.62,0.25,0.0,0.0,0.0,0.0
204,Diego Pérez,27,Brasileña,Nice,Ligue 1,Delantero,DC,No,181,71,90,15,1305,10,3,13,2,2.39,0.33,0.4,0.34,0.03,0.72,36.85,0.95,83.6,20.33,0.93,1.23,0.0,0.0,0.0,0.0
205,Enzo Alvarez,21,Brasileña,Bayer Leverkusen,Bundesliga,Defensa,LD,No,189,72,76,31,1922,9,2,1,5,0.37,0.09,0.44,1.53,1.83,3.26,69.55,0.31,69.79,25.16,2.75,0.16,0.0,0.0,0.0,0.0
206,Juan Alvarez,28,Brasileña,Union Berlin,Bundesliga,Portero,POR,No,185,90,58,3,228,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.37,14.19,1.16,0.0,1.01,6.0,10.3,74.15
207,Rafael Sánchez,21,Brasileña,RB Leipzig,Bundesliga,Mediocentro,MCO,No,170,65,97,38,3382,7,2,2,1,0.57,0.67,1.3,1.97,0.5,0.96,51.03,0.45,76.47,59.18,0.97,0.69,0.0,0.0,0.0,0.0
208,Carlos Castro,33,Brasileña,Atalanta,Serie A,Portero,POR,No,196,78,99,38,3268,9,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,11.76,3.56,0.0,2.1,13.38,15.67,75.77
209,Juan Castro,25,Brasileña,Villarreal,LaLiga,Defensa,LI,No,187,86,76,23,1610,0,2,1,4,0.45,0.21,0.38,0.76,2.46,4.71,69.51,1.49,66.49,28.63,2.45,0.57,0.0,0.0,0.0,0.0
210,Alejandro Cruz,32,Brasileña,Newcastle,Premier,Defensa,LD,No,181,71,99,34,2822,6,2,2,0,0.11,0.0,0.51,0.81,1.84,2.53,86.52,1.52,65.41,30.48,0.62,1.0,0.0,0.0,0.0,0.0
211,Mateo Gómez,36,Brasileña,Barcelona,LaLiga,Defensa,LI,No,184,90,87,32,2528,3,0,1,5,0.28,0.4,0.98,2.46,2.48,2.56,72.13,1.61,72.23,39.8,0.83,0.18,0.0,0.0,0.0,0.0
212,Miguel Suárez,24,Brasileña,Juventus,Serie A,Defensa,DFC,No,180,81,64,0,0,5,2,2,2,0.3,0.16,0.87,1.86,2.53,1.43,80.26,0.84,60.8,23.42,1.18,0.57,0.0,0.0,0.0,0.0
213,Mateo Suárez,32,Brasileña,Tottenham,Premier,Defensa,LD,No,195,81,96,5,380,3,3,3,2,0.35,0.22,0.79,1.97,2.31,3.6,65.86,1.92,62.97,24.4,1.0,0.35,0.0,0.0,0.0,0.0
214,Enzo Ortega,33,Brasileña,Nice,Ligue 1,Delantero,ED,No,173,68,70,15,1320,5,1,9,6,1.28,1.07,2.16,0.29,0.46,0.48,37.12,0.25,82.97,10.44,0.97,2.36,0.0,0.0,0.0,0.0
215,Juan Fernández,32,Brasileña,Villarreal,LaLiga,Defensa,LI,No,175,88,61,19,1311,1,0,0,4,0.14,0.41,0.76,0.06,0.26,0.41,87.27,0.16,72.59,21.12,1.56,0.45,0.0,0.0,0.0,0.0
216,Leo Pérez,30,Brasileña,Lens,Ligue 1,Delantero,EI,No,182,77,70,21,1743,1,0,5,2,2.7,0.47,2.95,0.1,0.42,0.61,33.2,0.48,67.77,20.0,0.89,0.34,0.0,0.0,0.0,0.0
217,Carlos Fernández,31,Brasileña,Union Berlin,Bundesliga,Defensa,LD,No,180,77,67,1,67,1,0,0,5,0.45,0.41,0.58,1.13,2.33,2.18,54.94,1.94,72.77,29.23,0.85,0.31,0.0,0.0,0.0,0.0
218,Marco Castro,30,Brasileña,Inter,Serie A,Mediocentro,MC,Sí,173,68,60,10,800,2,2,5,6,0.36,1.23,1.51,1.14,0.2,0.68,27.18,0.35,88.36,44.26,1.84,0.77,0.0,0.0,0.0,0.0
219,Carlos Ortega,22,Brasileña,Real Sociedad,LaLiga,Defensa,LI,No,195,86,84,15,900,10,0,1,0,0.37,0.49,0.92,1.52,2.93,0.67,79.78,1.38,67.23,27.9,1.58,0.9,0.0,0.0,0.0,0.0
220,Daniel Martínez,33,Brasileña,Juventus,Serie A,Delantero,DC,No,186,78,64,17,1122,8,2,8,10,1.82,0.1,1.57,0.38,0.51,0.94,22.39,0.77,74.91,18.56,0.34,0.06,0.0,0.0,0.0,0.0
221,Miguel Gómez,28,Brasileña,Borussia Dortmund,Bundesliga,Delantero,ED,Sí,180,72,97,14,1176,10,2,6,10,2.53,0.41,1.85,0.88,0.64,0.9,30.28,0.81,69.64,18.21,0.47,2.9,0.0,0.0,0.0,0.0
222,Lucas Martínez,33,Brasileña,Tottenham,Premier,Defensa,DFC,No,175,80,65,35,2660,1,2,2,4,0.2,0.28,0.65,1.93,2.56,1.81,66.8,0.1,84.36,35.32,2.87,0.62,0.0,0.0,0.0,0.0
